	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d
	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z
1	1.3	-4.7	624.4	-2.5	-56.7	361.3	9.3	-26.5	471.5
2	1.3	-4.8	624.2	-2.2	-56.6	361.8	9.1	-26.4	472.7
3	1.3	-5.0	624.0	-1.9	-56.5	362.4	8.8	-26.4	473.9
4	1.3	-5.1	623.8	-1.6	-56.3	363.0	8.6	-26.3	475.2
5	1.3	-5.2	623.5	-1.3	-56.2	363.7	8.3	-26.3	476.4
6	1.2	-5.3	623.2	-0.9	-56.0	364.3	8.0	-26.2	477.7
7	1.2	-5.5	623.0	-0.6	-55.8	365.0	7.8	-26.2	479.0
8	1.2	-5.6	622.6	-0.2	-55.6	365.7	7.5	-26.1	480.3
9	1.1	-5.7	622.3	0.1	-55.3	366.5	7.2	-26.1	481.6
10	1.1	-5.8	621.9	0.5	-55.1	367.3	6.9	-26.0	483.0
11	1.1	-5.9	621.5	0.9	-54.8	368.1	6.6	-26.0	484.3
12	1.1	-6.0	621.0	1.2	-54.5	368.9	6.2	-25.9	485.7
13	1.0	-6.1	620.6	1.6	-54.2	369.8	5.9	-25.9	487.2
14	1.0	-6.2	620.0	2.0	-53.9	370.7	5.6	-25.8	488.6
15	0.9	-6.3	619.5	2.4	-53.6	371.7	5.2	-25.7	490.1
16	0.9	-6.4	618.9	2.8	-53.3	372.7	4.9	-25.7	491.7
17	0.9	-6.5	618.3	3.2	-52.9	373.7	4.5	-25.6	493.2
18	0.8	-6.6	617.6	3.6	-52.5	374.8	4.2	-25.6	494.8
19	0.8	-6.7	616.9	4.0	-52.1	375.9	3.8	-25.5	496.5
20	0.7	-6.8	616.2	4.5	-51.7	377.0	3.4	-25.4	498.1
21	0.7	-6.9	615.4	4.9	-51.3	378.2	3.0	-25.4	499.8
22	0.6	-7.0	614.5	5.3	-50.9	379.4	2.6	-25.3	501.6
23	0.6	-7.1	613.6	5.7	-50.4	380.7	2.2	-25.2	503.4
24	0.5	-7.2	612.7	6.1	-50.0	382.0	1.8	-25.1	505.3
25	0.5	-7.3	611.7	6.6	-49.5	383.4	1.4	-25.0	507.1
26	0.4	-7.4	610.7	7.0	-49.1	384.8	1.0	-25.0	509.1
27	0.4	-7.5	609.6	7.4	-48.6	386.2	0.6	-24.9	511.1
28	0.3	-7.6	608.5	7.8	-48.1	387.7	0.2	-24.8	513.1
29	0.3	-7.7	607.4	8.3	-47.6	389.2	-0.2	-24.7	515.2
30	0.2	-7.8	606.1	8.7	-47.1	390.8	-0.7	-24.6	517.3
31	0.1	-7.9	604.9	9.1	-46.6	392.4	-1.1	-24.5	519.5
32	0.1	-8.0	603.6	9.5	-46.1	394.0	-1.6	-24.4	521.8
33	0.0	-8.1	602.2	9.9	-45.6	395.7	-2.0	-24.3	524.1
34	-0.0	-8.2	600.8	10.3	-45.1	397.5	-2.4	-24.1	526.5
35	-0.1	-8.3	599.3	10.7	-44.6	399.2	-2.9	-24.0	528.9
36	-0.2	-8.4	597.8	11.1	-44.1	401.1	-3.3	-23.9	531.4
37	-0.2	-8.5	596.3	11.5	-43.7	402.9	-3.8	-23.8	534.0
38	-0.3	-8.6	594.7	11.9	-43.2	404.8	-4.2	-23.6	536.6
39	-0.4	-8.7	593.0	12.3	-42.7	406.8	-4.7	-23.5	539.3
40	-0.4	-8.8	591.3	12.6	-42.2	408.8	-5.1	-23.4	542.0
41	-0.5	-9.0	589.6	13.0	-41.7	410.8	-5.6	-23.2	544.8
42	-0.6	-9.1	587.8	13.4	-41.3	412.9	-6.0	-23.1	547.7
43	-0.7	-9.2	586.0	13.7	-40.8	415.0	-6.4	-22.9	550.6
44	-0.7	-9.4	584.2	14.0	-40.4	417.1	-6.9	-22.8	553.7
45	-0.8	-9.5	582.3	14.4	-39.9	419.3	-7.3	-22.6	556.8
46	-0.9	-9.7	580.4	14.7	-39.5	421.6	-7.7	-22.4	559.9
47	-0.9	-9.9	578.4	15.0	-39.1	423.9	-8.2	-22.3	563.1
48	-1.0	-10.0	576.5	15.3	-38.7	426.2	-8.6	-22.1	566.4
49	-1.1	-10.2	574.5	15.6	-38.3	428.6	-9.0	-21.9	569.8
50	-1.1	-10.4	572.5	15.9	-37.9	431.0	-9.4	-21.8	573.2
51	-1.2	-10.6	570.4	16.2	-37.6	433.4	-9.8	-21.6	576.8
52	-1.2	-10.8	568.4	16.5	-37.2	435.9	-10.2	-21.4	580.3
53	-1.3	-11.0	566.3	16.7	-36.9	438.5	-10.6	-21.2	584.0
54	-1.3	-11.3	564.2	17.0	-36.5	441.1	-11.0	-21.0	587.7
55	-1.4	-11.5	562.1	17.2	-36.2	443.7	-11.3	-20.8	591.5
56	-1.4	-11.8	560.0	17.5	-35.9	446.4	-11.7	-20.6	595.4
57	-1.5	-12.0	557.9	17.7	-35.6	449.1	-12.0	-20.4	599.3
58	-1.5	-12.3	555.8	17.9	-35.3	451.9	-12.4	-20.2	603.3
59	-1.6	-12.6	553.7	18.1	-35.0	454.7	-12.7	-20.0	607.4
60	-1.6	-12.9	551.6	18.3	-34.8	457.6	-13.0	-19.8	611.5
61	-1.6	-13.2	549.5	18.5	-34.5	460.5	-13.3	-19.6	615.7
62	-1.6	-13.5	547.4	18.7	-34.2	463.4	-13.6	-19.4	620.0
63	-1.6	-13.9	545.4	18.8	-34.0	466.4	-13.9	-19.1	624.3
64	-1.7	-14.2	543.3	19.0	-33.7	469.5	-14.2	-18.9	628.7
65	-1.7	-14.6	541.3	19.1	-33.5	472.5	-14.5	-18.7	633.1
66	-1.7	-14.9	539.3	19.3	-33.3	475.7	-14.7	-18.5	637.6
67	-1.6	-15.3	537.3	19.4	-33.0	478.9	-14.9	-18.2	642.1
68	-1.6	-15.7	535.4	19.5	-32.8	482.1	-15.2	-18.0	646.7
69	-1.6	-16.1	533.5	19.6	-32.6	485.4	-15.4	-17.7	651.3
70	-1.6	-16.5	531.6	19.7	-32.3	488.7	-15.6	-17.5	655.9
71	-1.5	-16.9	529.7	19.8	-32.1	492.1	-15.8	-17.2	660.6
72	-1.5	-17.3	527.9	19.8	-31.9	495.5	-16.0	-17.0	665.3
73	-1.4	-17.7	526.2	19.9	-31.6	499.0	-16.1	-16.7	670.1
74	-1.4	-18.1	524.4	19.9	-31.4	502.5	-16.3	-16.5	674.9
75	-1.3	-18.5	522.8	20.0	-31.2	506.1	-16.5	-16.2	679.7
76	-1.2	-18.9	521.1	20.0	-30.9	509.7	-16.6	-15.9	684.5
77	-1.1	-19.3	519.5	20.0	-30.7	513.4	-16.7	-15.7	689.3
78	-1.0	-19.7	518.0	20.0	-30.4	517.1	-16.8	-15.4	694.2
79	-0.9	-20.1	516.4	20.0	-30.2	520.9	-16.9	-15.1	699.0
80	-0.8	-20.5	515.0	20.0	-29.9	524.7	-17.0	-14.9	703.9
81	-0.7	-20.9	513.6	19.9	-29.7	528.5	-17.1	-14.6	708.7
82	-0.6	-21.3	512.2	19.9	-29.4	532.5	-17.2	-14.3	713.6
83	-0.4	-21.7	510.9	19.9	-29.1	536.4	-17.3	-14.1	718.5
84	-0.3	-22.0	509.6	19.8	-28.8	540.4	-17.3	-13.8	723.3
85	-0.1	-22.4	508.4	19.8	-28.5	544.5	-17.4	-13.5	728.1
86	0.0	-22.8	507.2	19.7	-28.2	548.6	-17.4	-13.2	733.0
87	0.2	-23.1	506.0	19.6	-27.9	552.8	-17.4	-13.0	737.8
88	0.3	-23.4	504.9	19.5	-27.5	557.0	-17.4	-12.7	742.5
89	0.5	-23.7	503.9	19.4	-27.2	561.3	-17.4	-12.4	747.3
90	0.7	-24.0	502.9	19.4	-26.8	565.6	-17.4	-12.2	752.0
91	0.9	-24.3	501.9	19.3	-26.4	570.0	-17.4	-11.9	756.8
92	1.0	-24.6	500.9	19.2	-26.1	574.5	-17.4	-11.7	761.5
93	1.2	-24.8	500.0	19.0	-25.7	578.9	-17.3	-11.4	766.1
94	1.4	-25.0	499.2	18.9	-25.3	583.5	-17.3	-11.1	770.8
95	1.6	-25.2	498.3	18.8	-24.8	588.1	-17.2	-10.9	775.4
96	1.8	-25.4	497.5	18.7	-24.4	592.7	-17.1	-10.6	779.9
97	2.0	-25.6	496.8	18.6	-24.0	597.4	-17.0	-10.4	784.5
98	2.2	-25.8	496.0	18.5	-23.5	602.1	-16.9	-10.1	789.0
99	2.5	-25.9	495.3	18.4	-23.0	606.9	-16.8	-9.9	793.5
100	2.7	-26.1	494.6	18.2	-22.5	611.8	-16.6	-9.6	797.9
101	2.9	-26.2	493.9	18.1	-22.0	616.7	-16.5	-9.4	802.3
102	3.1	-26.3	493.3	18.0	-21.5	621.6	-16.3	-9.1	806.7
103	3.3	-26.4	492.6	17.9	-21.0	626.6	-16.1	-8.9	811.0
104	3.5	-26.4	492.0	17.8	-20.4	631.7	-15.9	-8.6	815.4
105	3.7	-26.5	491.4	17.7	-19.8	636.8	-15.7	-8.4	819.6
106	3.9	-26.5	490.8	17.6	-19.3	641.9	-15.5	-8.1	823.9
107	4.1	-26.6	490.2	17.4	-18.7	647.1	-15.2	-7.8	828.1
108	4.4	-26.6	489.7	17.3	-18.1	652.4	-15.0	-7.6	832.2
109	4.6	-26.6	489.1	17.2	-17.4	657.6	-14.7	-7.3	836.4
110	4.8	-26.6	488.6	17.1	-16.8	663.0	-14.4	-7.0	840.5
111	5.0	-26.6	488.0	17.0	-16.1	668.3	-14.1	-6.7	844.5
112	5.2	-26.6	487.5	16.9	-15.5	673.7	-13.8	-6.4	848.5
113	5.4	-26.6	486.9	16.8	-14.8	679.1	-13.4	-6.1	852.5
114	5.6	-26.5	486.4	16.7	-14.1	684.6	-13.1	-5.8	856.5
115	5.8	-26.5	485.9	16.7	-13.3	690.1	-12.7	-5.5	860.4
116	6.0	-26.5	485.4	16.6	-12.6	695.6	-12.3	-5.2	864.2
117	6.1	-26.4	484.8	16.5	-11.8	701.2	-11.9	-4.8	868.1
118	6.3	-26.4	484.3	16.4	-11.1	706.8	-11.5	-4.5	871.9
119	6.5	-26.4	483.8	16.3	-10.3	712.4	-11.0	-4.1	875.6
120	6.7	-26.4	483.3	16.3	-9.5	718.0	-10.6	-3.7	879.3
121	6.9	-26.3	482.8	16.2	-8.7	723.6	-10.1	-3.3	883.0
122	7.0	-26.3	482.3	16.1	-7.8	729.2	-9.6	-2.9	886.6
123	7.2	-26.3	481.8	16.1	-7.0	734.9	-9.1	-2.5	890.1
124	7.4	-26.3	481.3	16.0	-6.1	740.5	-8.6	-2.1	893.6
125	7.5	-26.3	480.9	16.0	-5.3	746.2	-8.1	-1.7	897.1
126	7.7	-26.3	480.4	15.9	-4.4	751.8	-7.5	-1.2	900.5
127	7.8	-26.3	479.9	15.8	-3.5	757.5	-7.0	-0.8	903.9
128	8.0	-26.3	479.5	15.8	-2.6	763.1	-6.4	-0.3	907.2
129	8.1	-26.3	479.0	15.8	-1.7	768.8	-5.9	0.2	910.5
130	8.3	-26.3	478.6	15.7	-0.7	774.4	-5.3	0.7	913.7
131	8.4	-26.3	478.2	15.7	0.2	780.0	-4.7	1.2	916.8
132	8.5	-26.4	477.8	15.6	1.2	785.6	-4.1	1.7	919.9
133	8.7	-26.4	477.4	15.6	2.1	791.1	-3.6	2.2	922.9
134	8.8	-26.5	477.1	15.6	3.1	796.6	-3.0	2.8	925.9
135	8.9	-26.5	476.8	15.5	4.1	802.2	-2.4	3.3	928.8
136	9.1	-26.6	476.5	15.5	5.1	807.6	-1.8	3.9	931.6
137	9.2	-26.7	476.2	15.5	6.0	813.1	-1.2	4.5	934.4
138	9.3	-26.7	476.0	15.5	7.0	818.5	-0.6	5.0	937.1
139	9.4	-26.8	475.7	15.4	8.0	823.9	-0.0	5.6	939.7
140	9.5	-26.9	475.6	15.4	9.0	829.3	0.5	6.2	942.3
141	9.7	-27.0	475.4	15.4	10.0	834.6	1.1	6.8	944.7
142	9.8	-27.1	475.3	15.4	11.0	839.9	1.7	7.4	947.2
143	9.9	-27.2	475.3	15.4	12.1	845.1	2.2	8.0	949.5
144	10.0	-27.3	475.2	15.4	13.1	850.3	2.8	8.6	951.7
145	10.1	-27.4	475.3	15.4	14.1	855.5	3.3	9.2	953.9
146	10.2	-27.6	475.3	15.4	15.1	860.6	3.8	9.9	956.0
147	10.3	-27.7	475.5	15.4	16.1	865.6	4.3	10.5	958.1
148	10.4	-27.8	475.6	15.4	17.1	870.7	4.8	11.1	960.0
149	10.5	-27.9	475.9	15.5	18.1	875.7	5.3	11.8	961.8
150	10.6	-28.0	476.1	15.5	19.1	880.6	5.8	12.4	963.6
151	10.7	-28.1	476.5	15.5	20.1	885.5	6.2	13.0	965.3
152	10.8	-28.3	476.9	15.6	21.1	890.3	6.7	13.7	966.9
153	10.9	-28.4	477.3	15.6	22.1	895.1	7.1	14.3	968.4
154	11.0	-28.5	477.9	15.7	23.1	899.9	7.5	15.0	969.8
155	11.1	-28.6	478.5	15.8	24.1	904.6	7.9	15.6	971.2
156	11.2	-28.7	479.1	15.8	25.1	909.3	8.2	16.3	972.4
157	11.3	-28.8	479.8	15.9	26.1	913.9	8.6	17.0	973.6
158	11.4	-28.9	480.6	16.0	27.1	918.4	8.9	17.6	974.7
159	11.5	-28.9	481.5	16.1	28.1	923.0	9.2	18.3	975.7
160	11.6	-29.0	482.4	16.2	29.1	927.4	9.5	19.0	976.5
161	11.7	-29.1	483.4	16.3	30.1	931.8	9.8	19.7	977.4
162	11.8	-29.1	484.5	16.5	31.1	936.2	10.1	20.3	978.1
163	11.9	-29.2	485.7	16.6	32.1	940.5	10.3	21.0	978.7
164	12.0	-29.2	486.9	16.8	33.1	944.8	10.5	21.7	979.2
165	12.1	-29.2	488.2	16.9	34.1	949.0	10.7	22.4	979.7
166	12.2	-29.3	489.6	17.1	35.1	953.2	10.9	23.1	980.1
167	12.3	-29.3	491.1	17.2	36.1	957.3	11.1	23.8	980.4
168	12.4	-29.3	492.6	17.4	37.2	961.4	11.2	24.5	980.6
169	12.5	-29.3	494.2	17.6	38.2	965.4	11.3	25.2	980.7
170	12.6	-29.2	495.9	17.8	39.2	969.4	11.4	26.0	980.8
171	12.7	-29.2	497.7	18.0	40.3	973.3	11.5	26.7	980.7
172	12.7	-29.1	499.6	18.2	41.3	977.2	11.6	27.4	980.6
173	12.8	-29.1	501.5	18.4	42.4	981.1	11.7	28.1	980.4
174	12.9	-29.0	503.5	18.7	43.4	984.8	11.7	28.9	980.2
175	13.0	-28.9	505.6	18.9	44.5	988.6	11.7	29.6	979.9
176	13.1	-28.8	507.8	19.1	45.6	992.3	11.8	30.4	979.5
177	13.2	-28.7	510.1	19.4	46.7	995.9	11.8	31.1	979.1
178	13.3	-28.6	512.4	19.6	47.8	999.5	11.7	31.9	978.6
179	13.4	-28.4	514.8	19.9	48.9	1003.1	11.7	32.6	978.0
180	13.5	-28.3	517.3	20.1	50.0	1006.6	11.7	33.4	977.4
181	13.6	-28.1	519.8	20.4	51.2	1010.1	11.6	34.2	976.7
182	13.7	-27.9	522.4	20.7	52.3	1013.5	11.6	34.9	976.0
183	13.8	-27.7	525.1	21.0	53.5	1016.9	11.5	35.7	975.3
184	13.9	-27.5	527.9	21.2	54.7	1020.3	11.4	36.5	974.5
185	14.0	-27.3	530.7	21.5	55.9	1023.6	11.3	37.3	973.7
186	14.1	-27.0	533.6	21.8	57.1	1026.9	11.2	38.0	972.8
187	14.2	-26.8	536.5	22.1	58.3	1030.1	11.1	38.8	971.9
188	14.3	-26.5	539.6	22.4	59.6	1033.4	11.0	39.6	971.0
189	14.4	-26.2	542.6	22.7	60.8	1036.5	10.9	40.4	970.0
190	14.5	-25.9	545.8	22.9	62.1	1039.7	10.7	41.1	969.1
191	14.6	-25.6	549.0	23.2	63.4	1042.8	10.6	41.9	968.1
192	14.7	-25.3	552.3	23.5	64.7	1045.9	10.4	42.7	967.1
193	14.8	-25.0	555.6	23.8	66.0	1048.9	10.3	43.4	966.1
194	14.9	-24.6	559.0	24.1	67.3	1051.9	10.1	44.2	965.1
195	15.0	-24.3	562.4	24.4	68.7	1054.9	10.0	44.9	964.1
196	15.1	-23.9	565.9	24.7	70.0	1057.9	9.8	45.7	963.1
197	15.2	-23.5	569.4	25.0	71.4	1060.8	9.7	46.4	962.1
198	15.3	-23.1	573.0	25.2	72.8	1063.7	9.5	47.1	961.1
199	15.4	-22.7	576.6	25.5	74.2	1066.5	9.4	47.9	960.1
200	15.5	-22.3	580.3	25.8	75.6	1069.4	9.2	48.6	959.1
201	15.6	-21.9	584.0	26.1	77.0	1072.2	9.1	49.3	958.2
202	15.7	-21.4	587.8	26.3	78.4	1074.9	8.9	50.0	957.3
203	15.8	-21.0	591.6	26.6	79.8	1077.7	8.7	50.7	956.4
204	15.9	-20.5	595.4	26.8	81.3	1080.3	8.6	51.3	955.6
205	16.0	-20.0	599.3	27.1	82.7	1083.0	8.4	52.0	954.8
206	16.1	-19.6	603.2	27.3	84.2	1085.6	8.3	52.7	954.0
207	16.2	-19.1	607.1	27.5	85.7	1088.2	8.2	53.3	953.3
208	16.2	-18.6	611.1	27.8	87.2	1090.7	8.0	53.9	952.6
209	16.3	-18.1	615.1	28.0	88.7	1093.2	7.9	54.6	951.9
210	16.4	-17.6	619.2	28.2	90.1	1095.6	7.8	55.2	951.4
211	16.5	-17.1	623.2	28.3	91.6	1098.0	7.7	55.8	950.8
212	16.6	-16.5	627.3	28.5	93.1	1100.4	7.6	56.4	950.3
213	16.7	-16.0	631.4	28.7	94.7	1102.7	7.5	57.0	949.9
214	16.8	-15.5	635.5	28.8	96.2	1104.9	7.4	57.6	949.5
215	16.9	-15.0	639.7	28.9	97.7	1107.1	7.3	58.2	949.2
216	16.9	-14.4	643.8	29.1	99.2	1109.2	7.2	58.7	948.9
217	17.0	-13.9	648.0	29.2	100.7	1111.3	7.1	59.3	948.7
218	17.1	-13.3	652.2	29.2	102.2	1113.3	7.0	59.8	948.5
219	17.2	-12.8	656.4	29.3	103.7	1115.3	7.0	60.4	948.4
220	17.2	-12.3	660.6	29.3	105.2	1117.2	6.9	60.9	948.4
221	17.3	-11.7	664.8	29.3	106.7	1119.0	6.9	61.5	948.4
222	17.3	-11.2	669.1	29.3	108.3	1120.8	6.8	62.0	948.4
223	17.4	-10.7	673.3	29.3	109.8	1122.5	6.8	62.5	948.6
224	17.5	-10.1	677.5	29.3	111.2	1124.1	6.8	63.1	948.7
225	17.5	-9.6	681.7	29.2	112.7	1125.7	6.7	63.6	949.0
226	17.6	-9.1	686.0	29.1	114.2	1127.2	6.7	64.1	949.2
227	17.6	-8.6	690.2	29.0	115.7	1128.7	6.7	64.6	949.6
228	17.6	-8.0	694.4	28.8	117.1	1130.1	6.7	65.2	949.9
229	17.7	-7.5	698.6	28.6	118.6	1131.4	6.7	65.7	950.3
230	17.7	-7.0	702.8	28.4	120.0	1132.7	6.7	66.2	950.8
231	17.8	-6.5	707.0	28.2	121.4	1133.9	6.7	66.7	951.3
232	17.8	-6.0	711.2	27.9	122.8	1135.0	6.7	67.2	951.8
233	17.8	-5.5	715.4	27.7	124.2	1136.1	6.8	67.7	952.4
234	17.8	-5.0	719.5	27.4	125.6	1137.1	6.8	68.2	953.0
235	17.9	-4.5	723.7	27.0	127.0	1138.1	6.8	68.7	953.7
236	17.9	-4.1	727.8	26.7	128.3	1139.1	6.8	69.2	954.3
237	17.9	-3.6	731.9	26.3	129.7	1140.0	6.9	69.7	955.0
238	17.9	-3.1	736.0	25.9	131.0	1140.8	6.9	70.2	955.7
239	18.0	-2.6	740.1	25.4	132.3	1141.6	7.0	70.7	956.5
240	18.0	-2.2	744.1	24.9	133.5	1142.4	7.0	71.2	957.2
241	18.0	-1.7	748.1	24.4	134.8	1143.1	7.1	71.7	958.0
242	18.0	-1.3	752.1	23.9	136.1	1143.8	7.1	72.1	958.8
243	18.1	-0.8	756.1	23.4	137.3	1144.4	7.2	72.6	959.5
244	18.1	-0.4	760.1	22.8	138.5	1145.1	7.2	73.1	960.3
245	18.1	0.1	764.0	22.2	139.7	1145.7	7.3	73.6	961.1
246	18.1	0.5	767.9	21.6	140.8	1146.2	7.3	74.1	961.9
247	18.2	1.0	771.8	20.9	142.0	1146.8	7.4	74.5	962.7
248	18.2	1.4	775.6	20.3	143.1	1147.3	7.5	75.0	963.5
249	18.2	1.9	779.5	19.6	144.3	1147.9	7.6	75.5	964.3
250	18.3	2.3	783.2	18.8	145.4	1148.4	7.6	75.9	965.1
251	18.3	2.7	787.0	18.1	146.4	1148.9	7.7	76.4	965.9
252	18.3	3.2	790.7	17.3	147.5	1149.4	7.8	76.8	966.7
253	18.4	3.6	794.4	16.6	148.6	1149.9	7.9	77.3	967.5
254	18.4	4.0	798.1	15.8	149.6	1150.4	7.9	77.7	968.2
255	18.4	4.5	801.8	14.9	150.6	1150.9	8.0	78.2	969.0
256	18.5	4.9	805.4	14.1	151.6	1151.4	8.1	78.6	969.7
257	18.5	5.3	808.9	13.2	152.6	1151.9	8.2	79.1	970.5
258	18.6	5.7	812.5	12.4	153.6	1152.4	8.3	79.5	971.2
259	18.6	6.2	816.0	11.5	154.5	1152.9	8.4	79.9	971.9
260	18.6	6.6	819.4	10.6	155.5	1153.4	8.4	80.4	972.6
261	18.7	7.0	822.9	9.6	156.4	1153.9	8.5	80.8	973.2
262	18.7	7.4	826.3	8.7	157.3	1154.4	8.6	81.2	973.9
263	18.8	7.8	829.7	7.7	158.2	1154.9	8.7	81.7	974.6
264	18.8	8.3	833.0	6.8	159.1	1155.5	8.8	82.1	975.2
265	18.9	8.7	836.3	5.8	160.0	1156.0	8.9	82.5	975.8
266	18.9	9.1	839.5	4.8	160.8	1156.6	9.0	82.9	976.4
267	19.0	9.5	842.7	3.8	161.7	1157.1	9.1	83.3	977.0
268	19.0	9.9	845.9	2.7	162.5	1157.7	9.2	83.7	977.6
269	19.1	10.3	849.1	1.7	163.3	1158.3	9.3	84.2	978.1
270	19.1	10.6	852.2	0.7	164.1	1158.8	9.4	84.6	978.7
271	19.2	11.0	855.2	-0.4	164.8	1159.4	9.5	85.0	979.3
272	19.2	11.4	858.2	-1.5	165.6	1160.0	9.6	85.4	979.8
273	19.3	11.8	861.2	-2.6	166.3	1160.6	9.7	85.8	980.3
274	19.3	12.1	864.1	-3.6	167.1	1161.2	9.8	86.2	980.8
275	19.3	12.5	867.0	-4.7	167.8	1161.8	9.9	86.6	981.4
276	19.4	12.9	869.9	-5.8	168.5	1162.3	10.0	87.0	981.9
277	19.4	13.2	872.7	-7.0	169.1	1162.9	10.1	87.4	982.4
278	19.5	13.6	875.5	-8.1	169.8	1163.5	10.2	87.8	982.9
279	19.5	13.9	878.2	-9.2	170.4	1164.0	10.3	88.2	983.4
280	19.5	14.2	880.9	-10.3	171.1	1164.6	10.4	88.6	983.9
281	19.6	14.6	883.5	-11.5	171.7	1165.1	10.5	89.0	984.3
282	19.6	14.9	886.1	-12.6	172.2	1165.7	10.6	89.4	984.8
283	19.6	15.2	888.7	-13.8	172.8	1166.2	10.7	89.8	985.3
284	19.7	15.5	891.2	-14.9	173.3	1166.7	10.8	90.2	985.8
285	19.7	15.8	893.7	-16.1	173.9	1167.2	10.9	90.6	986.3
286	19.7	16.1	896.1	-17.2	174.4	1167.6	11.0	91.0	986.7
287	19.7	16.4	898.5	-18.4	174.9	1168.0	11.1	91.4	987.2
288	19.8	16.7	900.9	-19.5	175.3	1168.5	11.1	91.8	987.7
289	19.8	17.0	903.2	-20.7	175.8	1168.8	11.2	92.1	988.2
290	19.8	17.3	905.5	-21.8	176.2	1169.2	11.3	92.5	988.6
291	19.8	17.6	907.7	-23.0	176.6	1169.5	11.4	92.9	989.1
292	19.8	17.9	909.9	-24.1	177.0	1169.8	11.5	93.3	989.6
293	19.8	18.2	912.1	-25.3	177.3	1170.1	11.5	93.7	990.0
294	19.9	18.4	914.2	-26.4	177.7	1170.3	11.6	94.1	990.5
295	19.9	18.7	916.3	-27.6	178.0	1170.5	11.6	94.5	990.9
296	19.9	19.0	918.3	-28.7	178.3	1170.6	11.7	94.9	991.4
297	19.9	19.3	920.3	-29.8	178.6	1170.7	11.7	95.2	991.9
298	19.9	19.6	922.3	-31.0	178.8	1170.8	11.8	95.6	992.3
299	19.9	19.8	924.2	-32.1	179.1	1170.8	11.8	96.0	992.8
300	19.9	20.1	926.2	-33.2	179.3	1170.8	11.9	96.4	993.2
301	19.9	20.4	928.0	-34.3	179.5	1170.8	11.9	96.8	993.7
302	19.9	20.7	929.9	-35.4	179.7	1170.7	11.9	97.2	994.1
303	20.0	21.0	931.7	-36.5	179.9	1170.6	11.9	97.6	994.6
304	20.0	21.3	933.5	-37.6	180.0	1170.4	11.9	98.0	995.0
305	20.0	21.6	935.3	-38.6	180.2	1170.2	11.9	98.4	995.5
306	20.0	21.9	937.0	-39.7	180.3	1169.9	11.9	98.8	995.9
307	20.0	22.3	938.7	-40.8	180.4	1169.6	11.9	99.2	996.4
308	20.0	22.6	940.4	-41.8	180.5	1169.2	11.9	99.6	996.8
309	20.0	22.9	942.1	-42.8	180.5	1168.8	11.8	100.1	997.3
310	20.0	23.3	943.7	-43.9	180.6	1168.4	11.8	100.5	997.7
311	20.0	23.6	945.3	-44.9	180.7	1167.9	11.8	100.9	998.2
312	20.1	24.0	946.9	-45.9	180.7	1167.4	11.7	101.3	998.6
313	20.1	24.3	948.5	-46.9	180.7	1166.8	11.7	101.8	999.1
314	20.1	24.7	950.1	-47.9	180.7	1166.2	11.6	102.2	999.6
315	20.1	25.1	951.6	-48.8	180.7	1165.5	11.5	102.6	1000.0
316	20.1	25.5	953.2	-49.8	180.7	1164.8	11.4	103.1	1000.5
317	20.1	25.9	954.7	-50.7	180.7	1164.0	11.4	103.5	1001.0
318	20.1	26.3	956.2	-51.6	180.7	1163.2	11.3	104.0	1001.5
319	20.1	26.7	957.7	-52.5	180.6	1162.4	11.2	104.4	1001.9
320	20.1	27.2	959.1	-53.4	180.6	1161.5	11.1	104.9	1002.4
321	20.1	27.6	960.6	-54.3	180.5	1160.5	10.9	105.4	1002.9
322	20.1	28.0	962.0	-55.2	180.4	1159.6	10.8	105.8	1003.3
323	20.1	28.5	963.5	-56.0	180.4	1158.5	10.7	106.3	1003.8
324	20.1	29.0	964.9	-56.8	180.3	1157.5	10.6	106.7	1004.3
325	20.1	29.5	966.3	-57.6	180.2	1156.4	10.4	107.2	1004.7
326	20.1	30.0	967.7	-58.4	180.0	1155.3	10.3	107.7	1005.2
327	20.1	30.5	969.1	-59.1	179.9	1154.1	10.1	108.2	1005.6
328	20.1	31.0	970.5	-59.9	179.8	1152.9	10.0	108.6	1006.1
329	20.1	31.5	971.9	-60.6	179.6	1151.6	9.8	109.1	1006.5
