	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d
	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z
1208	-20.8	-97.5	1088.5	93.4	-49.5	1707.5	6.7	-46.2	159.3
1209	-20.5	-97.1	1105.1	93.2	-47.1	1732.4	7.0	-48.0	173.9
1210	-20.2	-96.6	1121.3	92.9	-44.8	1756.5	7.3	-49.8	189.2
1211	-19.9	-96.1	1137.1	92.6	-42.5	1779.8	7.6	-51.5	205.0
1212	-19.6	-95.6	1152.5	92.1	-40.3	1802.2	7.9	-53.3	221.5
1213	-19.4	-95.0	1167.6	91.5	-38.3	1823.8	8.2	-55.0	238.7
1214	-19.3	-94.4	1182.4	90.9	-36.4	1844.3	8.5	-56.7	256.4
1215	-19.1	-93.7	1196.9	90.2	-34.6	1863.9	8.8	-58.4	274.8
1216	-19.1	-93.0	1211.1	89.4	-33.0	1882.5	9.1	-60.0	293.9
1217	-19.0	-92.3	1225.1	88.6	-31.5	1899.9	9.4	-61.6	313.6
1218	-19.0	-91.4	1238.9	87.7	-30.3	1916.2	9.7	-63.2	333.9
1219	-19.1	-90.5	1252.5	86.8	-29.2	1931.4	10.0	-64.7	354.8
1220	-19.2	-89.6	1266.0	85.8	-28.4	1945.3	10.3	-66.1	376.3
1221	-19.3	-88.5	1279.5	84.8	-27.8	1958.0	10.6	-67.4	398.3
1222	-19.5	-87.4	1292.9	83.8	-27.5	1969.4	10.9	-68.7	421.0
1223	-19.8	-86.1	1306.4	82.7	-27.4	1979.5	11.2	-69.8	444.2
1224	-20.1	-84.8	1320.0	81.7	-27.6	1988.3	11.4	-70.9	467.9
1225	-20.4	-83.4	1333.7	80.7	-28.1	1995.8	11.7	-71.8	492.1
1226	-20.8	-81.9	1347.6	79.6	-28.9	2001.9	11.9	-72.6	516.8
1227	-21.2	-80.2	1361.8	78.6	-30.0	2006.8	12.1	-73.3	541.9
1228	-21.7	-78.5	1376.3	77.6	-31.4	2010.2	12.3	-73.8	567.4
1229	-22.3	-76.6	1391.3	76.7	-33.0	2012.4	12.5	-74.1	593.3
1230	-22.9	-74.6	1406.7	75.7	-35.0	2013.3	12.6	-74.3	619.5
1231	-23.5	-72.5	1422.8	74.9	-37.2	2012.9	12.8	-74.3	646.0
1232	-24.2	-70.3	1439.5	74.0	-39.7	2011.2	12.9	-74.1	672.8
1233	-25.0	-67.9	1457.0	73.2	-42.5	2008.4	13.0	-73.7	699.8
1234	-25.8	-65.3	1475.4	72.4	-45.5	2004.4	13.0	-73.1	727.0
1235	-26.7	-62.6	1494.8	71.7	-48.7	1999.3	13.1	-72.3	754.2
1236	-27.6	-59.6	1515.4	71.0	-52.2	1993.1	13.1	-71.3	781.7
1237	-28.6	-56.5	1537.2	70.4	-55.9	1986.0	13.0	-70.1	809.1
1238	-29.7	-53.2	1560.3	69.8	-59.7	1977.9	13.0	-68.8	836.6
1239	-30.8	-49.6	1585.0	69.2	-63.7	1968.9	12.9	-67.2	864.2
1240				68.7	-67.8	1959.1	12.7	-65.5	891.7
1241				68.2	-72.0	1948.6	12.5	-63.6	919.2
1242				67.7	-76.3	1937.4	12.3	-61.5	946.7
1243				67.3	-80.7	1925.5	12.0	-59.3	974.1
1244				66.9	-85.1	1913.2	11.7	-57.0	1001.5
1245				66.5	-89.5	1900.4	11.3	-54.6	1028.8
1246				66.1	-94.0	1887.2	10.9	-52.1	1056.0
1247				65.8	-98.4	1873.7	10.4	-49.5	1083.1
1248				65.4	-102.8	1859.9	9.8	-46.9	1110.1
1249				65.1	-107.2	1845.9	9.2	-44.2	1137.0
1250				64.8	-111.4	1831.7	8.5	-41.5	1163.7
1251				64.4	-115.6	1817.5	7.7	-38.8	1190.3
1252				64.1	-119.7	1803.3	6.9	-36.0	1216.8
1253				63.7	-123.7	1789.1	6.1	-33.3	1243.1
1254				63.4	-127.6	1774.9	5.1	-30.6	1269.2
1255				63.0	-131.3	1760.9	4.1	-27.9	1295.1
1256				62.7	-134.9	1747.1	3.0	-25.2	1320.7
1257				62.3	-138.3	1733.4	1.9	-22.6	1346.2
1258				61.9	-141.5	1720.0	0.7	-20.0	1371.4
1259				61.5	-144.6	1706.9	-0.6	-17.4	1396.3
1260				61.1	-147.6	1694.1	-1.9	-14.8	1421.0
1261				60.6	-150.3	1681.6	-3.3	-12.3	1445.3
1262				60.2	-152.9	1669.5	-4.8	-9.8	1469.3
1263				59.7	-155.2	1657.7	-6.3	-7.4	1492.9
1264				59.3	-157.4	1646.4	-7.9	-5.0	1516.2
1265				58.8	-159.5	1635.4	-9.6	-2.7	1539.0
1266				58.3	-161.3	1624.9	-11.3	-0.4	1561.4
1267				57.8	-162.9	1614.8	-13.1	1.8	1583.3
1268				57.3	-164.4	1605.2	-14.9	3.9	1604.8
1269				56.8	-165.7	1596.0	-16.8	6.0	1625.7
1270				56.3	-166.9	1587.2	-18.7	8.0	1646.0
1271				55.8	-167.8	1578.9	-20.7	9.9	1665.8
1272				55.3	-168.6	1571.1	-22.7	11.7	1684.9
1273				54.8	-169.3	1563.7	-24.7	13.4	1703.3
1274				54.3	-169.8	1556.7	-26.7	14.9	1721.1
1275				53.8	-170.2	1550.2	-28.8	16.4	1738.1
1276				53.3	-170.4	1544.1	-30.8	17.7	1754.3
1277				52.9	-170.5	1538.4	-32.9	18.8	1769.7
1278				52.4	-170.4	1533.2	-34.9	19.7	1784.2
1279				51.9	-170.3	1528.3	-36.9	20.5	1797.8
1280				51.5	-170.0	1523.8	-38.9	21.1	1810.6
1281				51.0	-169.6	1519.6	-40.8	21.4	1822.3
1282				50.6	-169.1	1515.8	-42.7	21.6	1833.1
1283				50.2	-168.6	1512.3	-44.5	21.5	1842.9
1284				49.8	-167.9	1509.1	-46.2	21.2	1851.7
1285				49.4	-167.1	1506.2	-47.9	20.7	1859.5
1286				49.0	-166.3	1503.6	-49.5	19.9	1866.2
1287				48.6	-165.3	1501.2	-51.0	18.9	1871.9
1288				48.2	-164.3	1499.1	-52.5	17.6	1876.6
1289				47.8	-163.2	1497.1	-53.8	16.1	1880.3
1290				47.4	-162.0	1495.4	-55.0	14.4	1882.9
1291				47.0	-160.8	1493.8	-56.2	12.5	1884.6
1292				46.7	-159.5	1492.4	-57.2	10.3	1885.3
1293				46.3	-158.0	1491.0	-58.2	8.0	1885.1
1294				45.9	-156.5	1489.8	-59.0	5.4	1884.0
1295				45.4	-154.9	1488.7	-59.8	2.7	1882.0
1296				45.0	-153.2	1487.6	-60.5	-0.2	1879.2
1297				44.6	-151.5	1486.6	-61.0	-3.2	1875.6
1298				44.1	-149.5	1485.6	-61.6	-6.4	1871.3
1299				43.6	-147.5	1484.6	-62.0	-9.7	1866.2
1300				43.1	-145.4	1483.6	-62.4	-13.0	1860.6
1301				42.5	-143.1	1482.5	-62.7	-16.4	1854.4
1302				41.9	-140.6	1481.3	-62.9	-19.9	1847.6
1303				41.3	-138.0	1480.1	-63.1	-23.4	1840.3
1304				40.6	-135.2	1478.8	-63.3	-26.9	1832.6
1305				39.9	-132.2	1477.3	-63.4	-30.4	1824.5
1306							-63.5	-33.9	1816.1
1307							-63.6	-37.3	1807.4
1308							-63.6	-40.6	1798.4
1309							-63.6	-43.9	1789.2
1310							-63.6	-47.1	1779.9
1311							-63.6	-50.1	1770.4
1312							-63.6	-53.1	1760.9
1313							-63.5	-55.9	1751.4
1314							-63.5	-58.5	1741.8
1315							-63.5	-61.0	1732.3
1316							-63.4	-63.4	1722.8
1317							-63.4	-65.6	1713.4
1318							-63.4	-67.6	1704.1
1319							-63.3	-69.4	1695.0
1320							-63.3	-71.1	1686.0
1321							-63.3	-72.6	1677.3
1322							-63.3	-74.0	1668.7
1323							-63.2	-75.1	1660.3
1324							-63.2	-76.1	1652.1
1325							-63.2	-77.0	1644.2
1326							-63.2	-77.6	1636.6
1327							-63.1	-78.2	1629.1
1328							-63.1	-78.5	1622.0
1329							-63.0	-78.8	1615.1
1330							-63.0	-78.9	1608.4
1331							-62.9	-78.8	1602.0
1332							-62.9	-78.7	1595.9
1333							-62.8	-78.4	1590.0
1334							-62.7	-78.0	1584.4
1335							-62.6	-77.5	1579.0
1336							-62.5	-77.0	1573.9
1337							-62.4	-76.3	1569.0
1338							-62.2	-75.6	1564.3
1339							-62.1	-74.8	1559.9
1340							-61.9	-74.0	1555.7
1341							-61.8	-73.1	1551.6
1342							-61.6	-72.2	1547.9
1343							-61.4	-71.2	1544.3
1344							-61.3	-70.2	1540.8
1345							-61.1	-69.2	1537.6
1346							-60.9	-68.2	1534.6
1347							-60.7	-67.2	1531.7
1348							-60.5	-66.1	1529.0
1349							-60.3	-65.1	1526.4
1350							-60.1	-64.1	1524.0
1351							-59.9	-63.0	1521.7
1352							-59.7	-62.0	1519.6
1353							-59.6	-61.0	1517.5
1354							-59.4	-60.0	1515.6
1355							-59.2	-59.1	1513.7
1356							-59.1	-58.1	1512.0
1357							-58.9	-57.1	1510.3
1358							-58.7	-56.2	1508.7
1359							-58.6	-55.3	1507.1
1360							-58.4	-54.3	1505.5
1361							-58.3	-53.4	1504.0
1362							-58.2	-52.5	1502.5
1363							-58.0	-51.5	1501.0
1364							-57.9	-50.6	1499.5
1365							-57.7	-49.6	1497.9
1366							-57.6	-48.6	1496.2
1367							-57.4	-47.6	1494.5
1368							-57.3	-46.5	1492.7
1369							-57.1	-45.4	1490.8
1370							-56.9	-44.2	1488.8
1371							-56.7	-43.0	1486.6
1372							-56.5	-41.7	1484.2
1373							-56.3	-40.3	1481.6
1374							-56.1	-38.8	1478.8
